"work_year","experience_level","job_title","employee_residence","company_location","company_size"
"2021","EX","Principal Data Scientist","US","US","S"
"2021","SE","Machine Learning Scientist","US","CA","L"
"2021","MI","Data Scientist","GB","GB","L"
"2021","MI","Data Scientist","IN","IN","M"
"2021","MI","Data Scientist","GB","GB","L"
"2021","MI","Machine Learning Engineer","PL","PL","L"
"2020","MI","Data Analyst","PK","PK","L"
"2020","EN","Data Engineer","JP","JP","S"
"2020","SE","Big Data Engineer","PL","GB","S"
"2021","MI","Machine Learning Engineer","BE","BE","M"
"2020","EN","Data Science Consultant","IN","IN","M"
"2020","MI","Lead Data Engineer","PT","US","M"
"2021","EN","Computer Vision Engineer","DK","DK","S"
"2021","MI","Data Scientist","DE","DE","L"
"2020","MI","Machine Learning Engineer","CN","CN","M"
"2020","MI","Product Data Analyst","IN","IN","L"
"2020","SE","Data Engineer","GR","GR","L"
"2020","MI","BI Data Analyst","US","US","M"
"2021","MI","Data Engineer","HK","GB","S"
"2021","MI","Research Scientist","FR","FR","S"
"2021","MI","Machine Learning Engineer","SI","SI","L"
"2021","SE","Data Analytics Manager","US","US","L"
"2021","MI","Data Engineer","IT","US","L"
"2020","EX","Director of Data Science","US","US","L"
"2021","SE","Machine Learning Engineer","US","US","L"
"2020","EN","AI Scientist","DK","DK","S"
"2021","MI","Data Scientist","US","US","L"
"2021","SE","Research Scientist","FR","US","S"
"2021","MI","Data Science Engineer","GR","GR","M"
"2021","EX","Principal Data Engineer","US","US","L"
"2021","MI","Data Scientist","BR","BR","S"
"2021","SE","Data Engineer","US","US","M"
"2021","EN","Big Data Engineer","IN","CH","L"
"2020","MI","Data Scientist","FR","FR","S"
"2021","SE","Principal Data Engineer","US","US","L"
"2020","EN","Data Scientist","DE","DE","S"
"2021","MI","Data Scientist","DE","DE","L"
"2020","EN","Data Scientist","IT","IT","S"
"2020","MI","Data Engineer","US","US","L"
"2021","SE","Data Analytics Manager","US","US","L"
"2020","SE","Data Scientist","US","US","L"
"2021","SE","Data Scientist","CA","CA","S"
"2021","SE","Finance Data Analyst","GB","GB","L"
"2021","MI","Machine Learning Scientist","PK","PK","M"
"2021","SE","Data Engineer","RO","GB","S"
"2021","MI","Machine Learning Engineer","JP","JP","S"
"2021","SE","Data Science Manager","US","FR","L"
"2021","MI","Big Data Engineer","MD","MD","S"
"2020","SE","Computer Vision Engineer","RU","US","S"
"2021","MI","Data Scientist","US","US","L"
"2021","SE","Computer Vision Engineer","BR","BR","M"
"2021","EN","Business Data Analyst","LU","LU","L"
"2021","SE","Principal Data Scientist","DE","DE","M"
"2020","SE","Principal Data Scientist","DE","DE","M"
"2020","MI","Data Scientist","ES","ES","M"
"2021","MI","Data Scientist","ES","ES","M"
"2021","EN","Data Scientist","VN","VN","M"
"2021","EN","AI Scientist","IN","AS","S"
"2020","SE","Data Scientist","AT","AT","S"
"2020","MI","Data Scientist","FR","LU","S"
"2021","MI","Data Scientist","US","US","L"
"2021","SE","Principal Data Scientist","US","US","L"
"2021","MI","Lead Data Analyst","IN","IN","L"
"2021","EN","AI Scientist","BR","US","S"
"2021","MI","Data Analyst","US","US","L"
"2021","MI","Data Analyst","US","US","L"
"2021","MI","Data Scientist","US","US","L"
"2021","MI","Data Engineer","NL","NL","L"
"2020","SE","Data Science Manager","US","US","M"
"2020","MI","Data Scientist","US","US","M"
"2020","MI","Data Scientist","US","US","M"
"2020","MI","Data Engineer","ES","US","M"
"2020","SE","Machine Learning Engineer","HR","HR","S"
"2021","SE","Director of Data Science","JP","JP","S"
"2021","MI","Data Scientist","SG","IL","M"
"2021","MI","Applied Machine Learning Scientist","US","US","L"
"2021","MI","Data Engineer","MT","MT","L"
"2021","SE","Data Specialist","US","US","L"
"2020","SE","Data Scientist","US","US","L"
"2021","MI","Principal Data Scientist","US","US","L"
"2020","EN","Data Scientist","US","US","S"
"2020","EN","Business Data Analyst","US","US","L"
"2021","SE","Data Science Manager","IN","IN","L"
